"id","tSNE1","tSNE2","Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","degs","X.","Topology","Signalp","tmhmm"
"g_49994",34.0034640853922,-19.0957724997664,0.285412820178309,0.27806435469066,0.282591527682663,1.40560149940197,1.44601098866276,0.296288199452508,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50002",-16.569103974073,35.2042514951527,0.619952716931317,0.510662950716674,0.678506269612153,1.14420747090778,0.921262376260474,1.56743403495049,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50008",-4.81418971371857,39.9471502388572,0.480909394717429,0.561168789511861,0.498581799714102,0.868425237737583,1.07168115487723,0.772199397457567,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50011",21.6224703228188,-51.3669391167109,0.266074983627306,0.0582585762129234,0.0451159548739528,0.778751609264389,0.873612823782115,0.0671274185668706,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50012",32.3763478120534,-38.2237478408232,0.272773062747681,0.0872712480389203,0.133907582816709,0.964196532669156,0.899307962343466,0.13998450016598,"Yellow_vs_Dark","N","Topology=i",0,1
"g_50056",10.8904188931328,-0.213375151693949,0.762846548443966,0.923873341267893,0.774888912839623,0.648251472595823,0.513880259267818,0.489760823436402,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50063",49.7684390271773,-13.38650847489,0.72744812584854,0.43133931429993,0.537949993101571,1.63537127813114,1.76306636027459,0.736183685689481,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50078",-0.419482913328236,49.2178050758452,0.371775831733394,0.354124004290166,0.388424136863601,0.524872481101142,0.720498417007545,1.18320937998649,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50079",-48.817978402537,-10.4682818074841,0,0,0,0.201686284548744,0.392998744582574,0,"Yellow_vs_Dark","N","Topology=i7-29o44-66i86-108o118-140i",0,1
"g_50087",12.3112750929412,-55.3949651387688,0,0,0,0.74889124708179,1.05105256530844,0,"Yellow_vs_Dark","N","Topology=i32-49o",0,1
"g_50092",-30.9516583886805,-30.0693237810202,0,0,0,0.188800847081417,0.479010086191895,0,"Yellow_vs_Dark","Y","Topology=o",1,0
"g_50104",10.8759117433923,27.7692028577691,0.313776768070402,0.246643813734006,0.314441753305665,0.457510696306752,0.648341272477688,0.64037846616396,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50110",20.3000917884754,27.1027215284026,0.199678675465114,0.226379996013144,0.163219833761099,0.33749759731839,0.641082771745484,0.65757038778255,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50119",-13.9618932857408,-10.306204247317,0.0599415097564921,0,0.0272941450319531,0.375179494462693,0.340584494201566,0.0898878099324849,"Yellow_vs_Dark","N","Topology=i21-43o",0,1
"g_50126",28.3921954534831,-37.6952002634084,0.160912802854054,0.0696747555493697,0.0796662991581761,0.897525597455498,0.955497446280363,0.237719129543852,"Yellow_vs_Dark","N","Topology=i21-43o",0,1
"g_50158",32.1546902204561,-27.520853440209,0.326661459705894,0.173829072950351,0.181338999032599,1.08052843495674,1.16586937297607,0.222083031715164,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50204",8.1821768453093,36.2361767353356,0.418193864742677,0.27706204831997,0.211936013757843,0.438486812498324,0.730087899095672,0.801868218360343,"Yellow_vs_Dark","N","Topology=i119-141o",0,1
"g_50207",-7.80018661608183,23.2570487726911,0.874586232965118,0.824733876123314,1.21997327885589,1.22387114633383,1.665563637652,1.56435251354499,"Yellow_vs_Dark","N","Topology=i42-64o",0,1
"g_50230",36.9808539920447,-34.0582607009192,0.067979430015815,0,0.186747326846426,1.12780409737504,1.18145969629318,0.25751202339543,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50233",3.15286875197101,-39.7291620679458,0.032198766692679,0,0.0565138103078896,0.557277602756528,0.670433357281081,0.0268040523733983,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50237",36.4611167375642,-21.2289295896353,0.421986562524444,0.1686465441049,0.36897117305575,1.17688043639885,1.28741313120102,0.495934749541338,"Yellow_vs_Dark","N","Topology=i",0,1
"g_50239",11.983988350551,25.7374750641699,0.073618652744038,0.238852689524371,0.318367860695231,0.573329576158175,0.690714796352385,0.525825575575842,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50241",-27.4502721052096,-32.2050900362253,0,0,0.0227812724724894,0.283237663244914,0.581740819305917,0,"Yellow_vs_Dark","N","Topology=i91-113o",0,1
"g_50249",27.3952788207616,-41.1401325656161,0.183021441648817,0.0559216241150233,0.0962142373538925,0.816304483584913,0.91903031735539,0.185024545986323,"Yellow_vs_Dark","N","Topology=o",0,0
"g_50259",38.1191469538469,-18.2674206197293,0.333622569137686,0.138686287111396,0.36374713536687,1.34081621912972,1.47588980564621,0.452039572300823,"Yellow_vs_Dark","N","Topology=i7-29o161-179i",0,1
"g_50266",39.0018470470768,-23.6807023802065,0.343550577993853,0,0.256729529001258,1.17928625037215,1.27624598202753,0.446730040457413,"Yellow_vs_Dark","Y","Topology=o",1,0
"g_50296",-12.8606206893359,36.2567189071706,0.744051980642061,0.577223557405504,0.673683185072409,0.886802684709577,1.07121116696891,1.26037547853498,"Yellow_vs_Dark","N","Topology=o",0,0
